customer_id,family_type,number_people,financial_wealth,favorite_kind_cheese,avg_cheese_consumption,stop_eating_cheese,switching_another_cheese,basic_retailer,significant_price_change,looking_cheese,sensitivity_marketing_campaign
491,одиночка,1,средний,прочие сыры,15,нет,нет,A1,10.0,да,да
492,одиночка,1,средний,сыр мягкий,15,да,нет,A1,7.5,да,нет
493,одиночка,1,средний,продукты сырные,15,нет,нет,A3,20.0,да,да
494,одиночка,1,низкий,сыр твердый,15,да,да,A4,7.5,нет,нет
495,одиночка,1,низкий,сыр твердый,15,нет,да,A3,7.5,нет,да
496,одиночка,1,низкий,сыр полутвердый,15,да,да,A2,15.0,да,да
497,одиночка,1,средний,сыр полутвердый,15,нет,да,A4,20.0,нет,да
498,одиночка,1,высокий,сыр твердый,15,нет,да,A4,5.0,да,нет
499,одиночка,1,низкий,сыр твердый,15,нет,нет,A1,5.0,нет,да
500,одиночка,1,средний,сыр полутвердый,15,да,да,A1,15.0,да,нет
501,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,5.0,да,да
502,одиночка,1,низкий,прочие сыры,15,да,нет,A1,5.0,нет,нет
503,одиночка,1,высокий,сыр твердый,15,да,нет,A3,7.5,нет,да
504,одиночка,1,низкий,сыр твердый,15,да,нет,A3,15.0,да,да
505,одиночка,1,высокий,сыр твердый,15,да,да,A2,10.0,да,да
506,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,7.5,да,да
507,одиночка,1,средний,продукты сырные,15,да,нет,A3,10.0,да,да
508,одиночка,1,средний,сыр твердый,15,да,нет,A3,7.5,да,нет
509,одиночка,1,низкий,сыр твердый,15,да,нет,A2,10.0,да,да
510,одиночка,1,низкий,продукты сырные,15,нет,нет,A3,20.0,да,нет
511,одиночка,1,низкий,продукты сырные,15,да,нет,A3,15.0,нет,да
512,одиночка,1,средний,продукты сырные,15,нет,нет,A2,7.5,да,да
513,одиночка,1,низкий,сыр мягкий,15,нет,нет,A1,7.5,да,нет
514,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,5.0,да,да
515,одиночка,1,низкий,сыр твердый,15,нет,нет,A4,5.0,да,да
516,одиночка,1,средний,продукты сырные,15,да,да,A1,20.0,да,да
517,одиночка,1,низкий,сыр твердый,15,нет,нет,A3,5.0,да,да
518,одиночка,1,низкий,сыр мягкий,15,нет,да,A3,15.0,да,да
519,одиночка,1,низкий,прочие сыры,15,да,нет,A1,10.0,да,нет
520,одиночка,1,низкий,сыр твердый,15,нет,нет,A5,10.0,да,нет
521,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,5.0,да,да
522,одиночка,1,низкий,сыр мягкий,15,да,да,A2,15.0,нет,да
523,одиночка,1,средний,прочие сыры,15,да,да,A2,20.0,да,да
524,одиночка,1,низкий,сыр твердый,15,да,да,A3,15.0,да,да
525,одиночка,1,низкий,сыр твердый,15,нет,нет,A2,7.5,нет,да
526,одиночка,1,низкий,продукты сырные,15,да,да,A1,5.0,нет,да
527,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A1,10.0,да,нет
528,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,10.0,да,да
529,одиночка,1,низкий,сыр мягкий,15,нет,нет,A1,20.0,нет,да
530,одиночка,1,высокий,сыр твердый,15,нет,нет,A3,7.5,нет,нет
531,одиночка,1,низкий,прочие сыры,15,да,нет,A3,5.0,нет,нет
532,одиночка,1,низкий,продукты сырные,15,да,нет,A2,20.0,да,да
533,одиночка,1,средний,сыр твердый,15,нет,нет,A4,7.5,да,да
534,одиночка,1,высокий,сыр мягкий,15,нет,да,A1,7.5,да,да
535,одиночка,1,средний,прочие сыры,15,да,нет,A1,5.0,да,да
536,одиночка,1,средний,сыр твердый,15,да,да,A1,15.0,нет,да
537,одиночка,1,высокий,сыр твердый,15,да,нет,A2,7.5,да,да
538,одиночка,1,низкий,сыр мягкий,15,да,да,A2,5.0,нет,да
539,одиночка,1,средний,продукты сырные,15,да,да,A1,5.0,да,да
540,одиночка,1,средний,прочие сыры,15,да,нет,A1,20.0,да,да
541,одиночка,1,высокий,сыр твердый,15,да,нет,A1,7.5,да,да
542,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A1,20.0,нет,нет
543,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,7.5,да,нет
544,одиночка,1,средний,прочие сыры,15,да,нет,A1,5.0,да,да
545,одиночка,1,низкий,продукты сырные,15,да,нет,A4,15.0,нет,да
546,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A2,10.0,да,нет
547,одиночка,1,средний,продукты сырные,15,нет,нет,A1,10.0,да,нет
548,одиночка,1,низкий,продукты сырные,15,да,да,A1,15.0,да,да
549,одиночка,1,высокий,сыр твердый,15,да,нет,A1,7.5,да,да
550,одиночка,1,средний,сыр мягкий,15,нет,нет,A3,7.5,нет,да
551,одиночка,1,высокий,сыр полутвердый,15,да,нет,A3,20.0,да,да
552,одиночка,1,низкий,сыр твердый,15,нет,да,A1,20.0,нет,да
553,одиночка,1,средний,сыр твердый,15,да,нет,A4,20.0,нет,да
554,одиночка,1,высокий,сыр твердый,15,да,да,A5,7.5,да,да
555,одиночка,1,низкий,продукты сырные,15,да,нет,A3,5.0,да,да
556,одиночка,1,средний,продукты сырные,15,да,да,A4,5.0,да,да
557,одиночка,1,низкий,сыр полутвердый,15,нет,да,A1,15.0,да,да
558,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A1,15.0,да,да
559,одиночка,1,низкий,сыр твердый,15,да,да,A5,20.0,да,да
560,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,нет,да
561,одиночка,1,высокий,сыр мягкий,15,да,да,A1,7.5,да,да
562,одиночка,1,низкий,продукты сырные,15,да,да,A2,20.0,да,да
563,одиночка,1,низкий,сыр твердый,15,да,нет,A3,7.5,нет,да
564,одиночка,1,низкий,продукты сырные,15,да,нет,A2,20.0,да,да
565,одиночка,1,высокий,прочие сыры,15,да,нет,A2,5.0,да,да
566,одиночка,1,низкий,сыр мягкий,15,да,нет,A4,10.0,да,да
567,одиночка,1,низкий,продукты сырные,15,да,нет,A2,10.0,да,да
568,одиночка,1,низкий,продукты сырные,15,да,да,A3,7.5,да,да
569,одиночка,1,средний,прочие сыры,15,нет,да,A3,7.5,нет,нет
570,одиночка,1,низкий,сыр мягкий,15,да,нет,A3,10.0,да,да
571,одиночка,1,низкий,сыр твердый,15,нет,нет,A1,15.0,да,да
572,одиночка,1,низкий,продукты сырные,15,да,нет,A3,10.0,нет,да
573,одиночка,1,средний,сыр мягкий,15,нет,нет,A3,20.0,да,да
574,одиночка,1,низкий,сыр твердый,15,да,нет,A3,20.0,да,да
575,одиночка,1,высокий,сыр мягкий,15,да,нет,A5,10.0,да,да
576,одиночка,1,средний,сыр твердый,15,да,нет,A3,7.5,нет,да
577,одиночка,1,низкий,сыр мягкий,15,нет,нет,A4,20.0,да,да
578,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,7.5,нет,да
579,одиночка,1,низкий,сыр полутвердый,15,да,нет,A3,20.0,да,да
580,одиночка,1,средний,сыр твердый,15,нет,нет,A1,5.0,да,да
581,одиночка,1,низкий,прочие сыры,15,нет,нет,A4,7.5,да,да
582,одиночка,1,средний,сыр полутвердый,15,нет,нет,A3,5.0,да,да
583,одиночка,1,низкий,продукты сырные,15,да,нет,A4,7.5,нет,да
584,одиночка,1,средний,сыр полутвердый,15,да,да,A1,7.5,нет,нет
585,одиночка,1,средний,сыр твердый,15,нет,да,A2,10.0,да,да
586,одиночка,1,низкий,продукты сырные,15,да,да,A1,20.0,нет,да
587,одиночка,1,средний,прочие сыры,15,нет,нет,A2,20.0,нет,да
588,одиночка,1,высокий,сыр твердый,15,нет,да,A5,7.5,да,да
589,одиночка,1,средний,продукты сырные,15,да,нет,A1,15.0,да,нет
590,одиночка,1,низкий,продукты сырные,15,нет,нет,A3,10.0,да,нет
591,одиночка,1,низкий,сыр твердый,15,да,нет,A1,15.0,нет,нет
592,одиночка,1,низкий,сыр твердый,15,да,нет,A4,10.0,нет,да
593,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,10.0,нет,да
594,одиночка,1,средний,сыр твердый,15,да,нет,A5,5.0,да,да
595,одиночка,1,низкий,сыр полутвердый,15,да,нет,A5,10.0,нет,да
596,одиночка,1,низкий,сыр мягкий,15,да,нет,A4,5.0,да,да
597,одиночка,1,низкий,сыр полутвердый,15,нет,да,A5,15.0,нет,да
598,одиночка,1,высокий,сыр твердый,15,да,да,A1,15.0,да,да
599,одиночка,1,высокий,прочие сыры,15,да,да,A1,20.0,нет,да
600,одиночка,1,средний,продукты сырные,15,да,нет,A1,7.5,да,нет
601,одиночка,1,низкий,сыр полутвердый,15,да,да,A3,5.0,да,нет
602,одиночка,1,низкий,сыр твердый,15,нет,да,A2,10.0,нет,да
603,одиночка,1,средний,продукты сырные,15,да,нет,A1,15.0,нет,нет
604,одиночка,1,низкий,сыр полутвердый,15,да,да,A3,5.0,да,да
605,одиночка,1,низкий,сыр мягкий,15,нет,нет,A1,10.0,да,нет
606,одиночка,1,низкий,сыр мягкий,15,да,да,A1,15.0,нет,нет
607,одиночка,1,низкий,прочие сыры,15,да,нет,A1,10.0,да,да
608,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,10.0,да,да
609,одиночка,1,низкий,сыр твердый,15,нет,нет,A2,7.5,да,да
610,одиночка,1,высокий,сыр твердый,15,нет,нет,A1,15.0,да,нет
611,одиночка,1,средний,сыр мягкий,15,да,нет,A4,20.0,да,да
612,одиночка,1,средний,продукты сырные,15,нет,нет,A1,20.0,да,да
613,одиночка,1,средний,сыр мягкий,15,да,да,A1,20.0,да,да
614,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,10.0,да,да
615,одиночка,1,низкий,сыр мягкий,15,да,нет,A4,15.0,нет,нет
616,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,5.0,да,да
617,одиночка,1,низкий,прочие сыры,15,да,нет,A5,15.0,нет,да
618,одиночка,1,низкий,продукты сырные,15,да,да,A3,15.0,нет,да
619,одиночка,1,средний,сыр мягкий,15,да,нет,A1,15.0,нет,да
620,одиночка,1,низкий,продукты сырные,15,да,да,A4,20.0,да,да
621,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,10.0,нет,нет
622,одиночка,1,низкий,продукты сырные,15,нет,да,A2,5.0,нет,нет
623,одиночка,1,средний,продукты сырные,15,да,да,A4,15.0,да,да
624,одиночка,1,средний,сыр твердый,15,да,нет,A2,10.0,нет,нет
625,одиночка,1,низкий,сыр твердый,15,да,да,A3,15.0,нет,да
626,одиночка,1,средний,продукты сырные,15,нет,да,A3,10.0,да,да
627,одиночка,1,низкий,прочие сыры,15,нет,нет,A1,15.0,нет,да
628,одиночка,1,низкий,продукты сырные,15,да,нет,A1,5.0,нет,нет
629,одиночка,1,средний,продукты сырные,15,нет,нет,A1,7.5,нет,да
630,одиночка,1,низкий,сыр твердый,15,нет,нет,A1,5.0,да,да
631,одиночка,1,низкий,сыр мягкий,15,нет,нет,A5,7.5,нет,да
632,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,10.0,да,да
633,одиночка,1,средний,прочие сыры,15,да,нет,A2,10.0,нет,нет
634,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,нет,нет
635,одиночка,1,средний,прочие сыры,15,нет,нет,A4,5.0,да,нет
636,одиночка,1,низкий,сыр мягкий,15,да,да,A1,5.0,да,да
637,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,7.5,нет,нет
638,одиночка,1,средний,сыр полутвердый,15,нет,нет,A4,10.0,да,да
639,одиночка,1,низкий,продукты сырные,15,да,да,A1,10.0,да,нет
640,одиночка,1,низкий,продукты сырные,15,да,нет,A1,15.0,да,да
641,одиночка,1,низкий,сыр полутвердый,15,да,нет,A2,10.0,нет,да
642,одиночка,1,средний,сыр твердый,15,да,нет,A3,5.0,да,да
643,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,5.0,да,да
644,одиночка,1,низкий,сыр твердый,15,да,да,A1,5.0,нет,да
645,одиночка,1,низкий,продукты сырные,15,нет,да,A1,10.0,нет,нет
646,одиночка,1,низкий,сыр полутвердый,15,да,да,A4,20.0,нет,нет
647,одиночка,1,средний,сыр мягкий,15,нет,нет,A1,15.0,нет,нет
648,одиночка,1,высокий,сыр полутвердый,15,нет,да,A2,10.0,да,да
649,одиночка,1,средний,продукты сырные,15,нет,нет,A4,20.0,да,да
650,одиночка,1,средний,продукты сырные,15,да,нет,A3,10.0,да,нет
651,одиночка,1,низкий,сыр твердый,15,нет,нет,A3,15.0,да,нет
652,одиночка,1,средний,сыр твердый,15,да,нет,A4,7.5,нет,да
653,одиночка,1,низкий,сыр твердый,15,нет,нет,A2,20.0,да,да
654,одиночка,1,низкий,сыр твердый,15,да,да,A2,7.5,нет,нет
655,одиночка,1,низкий,продукты сырные,15,да,нет,A2,7.5,да,нет
656,одиночка,1,высокий,сыр твердый,15,да,нет,A1,7.5,да,нет
657,одиночка,1,низкий,продукты сырные,15,да,нет,A2,20.0,да,да
658,одиночка,1,низкий,сыр твердый,15,да,нет,A4,10.0,да,да
659,одиночка,1,низкий,прочие сыры,15,да,нет,A1,15.0,да,да
660,одиночка,1,низкий,прочие сыры,15,нет,нет,A3,7.5,да,да
661,одиночка,1,средний,прочие сыры,15,нет,нет,A2,10.0,да,нет
662,одиночка,1,низкий,продукты сырные,15,нет,да,A2,10.0,да,да
663,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,7.5,да,да
664,одиночка,1,низкий,прочие сыры,15,да,да,A1,7.5,да,да
665,одиночка,1,низкий,сыр твердый,15,да,нет,A2,20.0,да,нет
666,одиночка,1,низкий,сыр мягкий,15,да,да,A3,7.5,да,да
667,одиночка,1,высокий,сыр мягкий,15,да,нет,A4,20.0,нет,да
668,одиночка,1,средний,прочие сыры,15,да,да,A2,5.0,да,нет
669,одиночка,1,средний,продукты сырные,15,да,да,A2,15.0,да,да
670,одиночка,1,низкий,сыр полутвердый,15,да,нет,A2,20.0,да,да
671,одиночка,1,низкий,продукты сырные,15,да,да,A1,10.0,да,да
672,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,15.0,нет,да
673,одиночка,1,низкий,прочие сыры,15,да,да,A1,7.5,да,да
674,одиночка,1,средний,сыр полутвердый,15,да,да,A3,20.0,нет,нет
675,одиночка,1,низкий,прочие сыры,15,нет,нет,A1,5.0,да,нет
676,одиночка,1,низкий,сыр твердый,15,да,нет,A4,10.0,нет,да
677,одиночка,1,средний,продукты сырные,15,да,да,A1,15.0,да,да
678,одиночка,1,низкий,сыр твердый,15,да,да,A1,5.0,да,да
679,одиночка,1,низкий,продукты сырные,15,да,да,A2,10.0,нет,да
680,одиночка,1,низкий,продукты сырные,15,нет,да,A1,7.5,нет,да
681,одиночка,1,средний,прочие сыры,15,да,да,A1,5.0,да,нет
682,одиночка,1,низкий,сыр мягкий,15,да,да,A1,20.0,нет,да
683,одиночка,1,низкий,прочие сыры,15,да,нет,A4,20.0,нет,да
684,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,7.5,да,да
685,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,15.0,да,да
686,одиночка,1,высокий,сыр мягкий,15,да,нет,A1,5.0,нет,нет
687,одиночка,1,средний,продукты сырные,15,да,нет,A2,10.0,да,да
688,одиночка,1,средний,сыр мягкий,15,да,нет,A2,7.5,да,да
689,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,10.0,да,нет
690,одиночка,1,средний,продукты сырные,15,да,нет,A2,5.0,да,да
691,одиночка,1,низкий,сыр мягкий,15,нет,нет,A2,15.0,нет,да
692,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,15.0,да,да
693,одиночка,1,средний,сыр полутвердый,15,нет,нет,A2,15.0,да,да
694,одиночка,1,низкий,продукты сырные,15,нет,нет,A3,7.5,да,нет
695,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,10.0,да,да
696,одиночка,1,низкий,продукты сырные,15,да,нет,A3,7.5,да,да
697,одиночка,1,высокий,сыр полутвердый,15,нет,нет,A2,15.0,да,да
698,одиночка,1,средний,продукты сырные,15,нет,нет,A1,20.0,да,да
699,одиночка,1,низкий,прочие сыры,15,да,да,A2,7.5,да,да
700,одиночка,1,высокий,сыр мягкий,15,да,нет,A1,10.0,нет,да
701,одиночка,1,средний,сыр полутвердый,15,да,нет,A4,20.0,да,да
702,одиночка,1,низкий,продукты сырные,15,нет,да,A2,10.0,нет,да
703,одиночка,1,низкий,продукты сырные,15,нет,нет,A5,5.0,да,да
704,одиночка,1,средний,прочие сыры,15,да,нет,A1,20.0,да,да
705,одиночка,1,низкий,продукты сырные,15,да,нет,A3,5.0,да,да
706,одиночка,1,средний,сыр твердый,15,да,да,A2,20.0,нет,да
707,одиночка,1,высокий,сыр полутвердый,15,да,нет,A3,5.0,да,да
708,одиночка,1,низкий,сыр мягкий,15,да,да,A2,15.0,да,да
709,одиночка,1,низкий,продукты сырные,15,нет,да,A1,5.0,нет,да
710,одиночка,1,средний,сыр твердый,15,нет,да,A4,10.0,да,да
711,одиночка,1,низкий,сыр мягкий,15,да,нет,A4,15.0,нет,нет
712,одиночка,1,низкий,продукты сырные,15,да,нет,A2,7.5,да,нет
713,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A5,7.5,да,да
714,одиночка,1,низкий,прочие сыры,15,да,нет,A1,20.0,нет,да
715,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,20.0,да,нет
716,одиночка,1,низкий,продукты сырные,15,нет,да,A1,15.0,да,да
717,одиночка,1,средний,прочие сыры,15,нет,нет,A3,20.0,нет,да
718,одиночка,1,низкий,продукты сырные,15,нет,да,A1,7.5,да,да
719,одиночка,1,низкий,продукты сырные,15,да,да,A3,5.0,да,да
720,одиночка,1,высокий,прочие сыры,15,да,да,A1,15.0,нет,да
721,одиночка,1,средний,прочие сыры,15,да,да,A2,20.0,да,да
722,одиночка,1,низкий,сыр твердый,15,да,нет,A1,10.0,да,да
723,одиночка,1,низкий,сыр твердый,15,да,нет,A2,10.0,да,да
724,одиночка,1,средний,продукты сырные,15,да,да,A1,10.0,да,нет
725,одиночка,1,низкий,сыр твердый,15,да,да,A5,5.0,да,нет
726,одиночка,1,низкий,продукты сырные,15,да,нет,A3,7.5,нет,да
727,одиночка,1,средний,сыр полутвердый,15,да,да,A1,15.0,да,да
728,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,да,нет
729,одиночка,1,низкий,сыр мягкий,15,нет,нет,A1,5.0,нет,да
730,одиночка,1,низкий,продукты сырные,15,нет,да,A1,5.0,нет,нет
731,одиночка,1,низкий,продукты сырные,15,да,нет,A2,10.0,да,нет
732,одиночка,1,низкий,сыр полутвердый,15,да,да,A2,5.0,да,нет
733,одиночка,1,низкий,сыр твердый,15,да,нет,A4,5.0,да,да
734,одиночка,1,низкий,сыр мягкий,15,нет,нет,A2,5.0,да,да
735,одиночка,1,низкий,продукты сырные,15,да,да,A4,7.5,да,да
736,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,10.0,нет,нет
737,одиночка,1,высокий,прочие сыры,15,да,да,A1,7.5,да,да
738,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,20.0,да,да
739,одиночка,1,низкий,сыр твердый,15,нет,нет,A3,5.0,да,да
740,одиночка,1,низкий,продукты сырные,15,да,да,A1,7.5,да,да
741,одиночка,1,высокий,сыр полутвердый,15,да,да,A4,15.0,да,да
742,одиночка,1,средний,сыр полутвердый,15,нет,нет,A5,10.0,да,да
743,одиночка,1,средний,сыр мягкий,15,да,да,A1,15.0,да,да
744,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,7.5,нет,да
745,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,15.0,да,да
746,одиночка,1,низкий,прочие сыры,15,да,нет,A5,20.0,да,да
747,одиночка,1,низкий,продукты сырные,15,нет,да,A2,15.0,да,нет
748,одиночка,1,низкий,сыр мягкий,15,да,нет,A3,15.0,нет,да
749,одиночка,1,низкий,сыр мягкий,15,да,да,A1,20.0,да,да
750,одиночка,1,низкий,продукты сырные,15,нет,нет,A2,5.0,нет,да
751,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,да,да
752,одиночка,1,низкий,сыр твердый,15,нет,нет,A4,5.0,да,да
753,одиночка,1,средний,продукты сырные,15,да,да,A3,5.0,да,да
754,одиночка,1,низкий,прочие сыры,15,да,нет,A2,5.0,да,да
755,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,15.0,да,нет
756,одиночка,1,низкий,сыр полутвердый,15,да,нет,A4,7.5,да,нет
757,одиночка,1,средний,сыр полутвердый,15,да,нет,A2,15.0,нет,да
758,одиночка,1,низкий,сыр твердый,15,да,нет,A5,5.0,нет,да
759,одиночка,1,средний,сыр мягкий,15,да,нет,A1,7.5,нет,да
760,одиночка,1,высокий,сыр мягкий,15,да,да,A1,10.0,да,да
761,одиночка,1,низкий,сыр полутвердый,15,да,нет,A4,20.0,да,да
762,одиночка,1,низкий,продукты сырные,15,да,да,A2,20.0,да,нет
763,одиночка,1,низкий,сыр твердый,15,да,нет,A3,10.0,да,да
764,одиночка,1,низкий,сыр мягкий,15,да,да,A2,10.0,да,да
765,одиночка,1,средний,сыр твердый,15,да,да,A3,15.0,нет,да
766,одиночка,1,низкий,сыр твердый,15,нет,да,A1,10.0,да,да
767,одиночка,1,средний,сыр полутвердый,15,да,нет,A3,20.0,да,да
768,одиночка,1,низкий,продукты сырные,15,да,нет,A1,10.0,нет,да
769,одиночка,1,низкий,сыр полутвердый,15,да,нет,A3,15.0,да,да
770,одиночка,1,низкий,сыр мягкий,15,да,нет,A3,20.0,да,да
771,одиночка,1,низкий,сыр твердый,15,нет,нет,A2,10.0,нет,да
772,одиночка,1,низкий,прочие сыры,15,нет,нет,A1,15.0,да,да
773,одиночка,1,средний,сыр полутвердый,15,нет,да,A1,10.0,да,да
774,одиночка,1,низкий,прочие сыры,15,да,да,A3,10.0,да,нет
775,одиночка,1,низкий,сыр полутвердый,15,нет,да,A2,20.0,да,да
776,одиночка,1,средний,сыр полутвердый,15,нет,нет,A1,15.0,нет,да
777,одиночка,1,средний,сыр полутвердый,15,да,да,A2,10.0,нет,да
778,одиночка,1,средний,сыр твердый,15,да,да,A1,7.5,да,да
779,одиночка,1,низкий,продукты сырные,15,да,да,A2,20.0,да,да
780,одиночка,1,низкий,сыр твердый,15,да,да,A1,20.0,да,нет
781,одиночка,1,низкий,прочие сыры,15,да,нет,A5,10.0,да,да
782,одиночка,1,низкий,продукты сырные,15,да,нет,A3,7.5,да,нет
783,одиночка,1,низкий,сыр твердый,15,да,нет,A2,7.5,да,да
784,одиночка,1,средний,прочие сыры,15,нет,нет,A2,5.0,да,да
785,одиночка,1,средний,продукты сырные,15,да,нет,A3,15.0,да,да
786,одиночка,1,низкий,продукты сырные,15,да,нет,A4,5.0,да,нет
787,одиночка,1,высокий,сыр мягкий,15,да,нет,A2,15.0,нет,да
788,одиночка,1,низкий,сыр мягкий,15,да,да,A3,15.0,да,да
789,одиночка,1,средний,продукты сырные,15,нет,нет,A3,20.0,да,да
790,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,20.0,да,да
791,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,10.0,да,да
792,одиночка,1,средний,прочие сыры,15,да,нет,A1,20.0,да,да
793,одиночка,1,низкий,сыр твердый,15,да,нет,A1,15.0,нет,да
794,одиночка,1,средний,сыр полутвердый,15,нет,да,A1,5.0,да,нет
795,одиночка,1,низкий,сыр мягкий,15,да,да,A1,10.0,да,да
796,одиночка,1,средний,прочие сыры,15,нет,нет,A2,10.0,нет,нет
797,одиночка,1,низкий,сыр мягкий,15,да,да,A2,20.0,да,да
798,одиночка,1,средний,прочие сыры,15,да,да,A2,15.0,да,да
799,одиночка,1,высокий,прочие сыры,15,да,нет,A2,5.0,да,да
800,одиночка,1,средний,сыр твердый,15,да,да,A1,7.5,да,да
801,одиночка,1,низкий,сыр твердый,15,да,нет,A1,15.0,нет,да
802,одиночка,1,средний,продукты сырные,15,да,нет,A4,5.0,да,да
803,одиночка,1,низкий,сыр мягкий,15,нет,нет,A5,5.0,нет,да
804,одиночка,1,высокий,прочие сыры,15,да,да,A1,15.0,да,нет
805,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,20.0,да,да
806,одиночка,1,низкий,прочие сыры,15,да,нет,A2,20.0,нет,да
807,одиночка,1,средний,сыр мягкий,15,нет,нет,A3,20.0,да,да
808,одиночка,1,низкий,продукты сырные,15,да,нет,A1,20.0,да,да
809,одиночка,1,низкий,продукты сырные,15,да,нет,A3,15.0,да,нет
810,одиночка,1,низкий,сыр полутвердый,15,нет,да,A1,20.0,нет,да
811,одиночка,1,средний,продукты сырные,15,да,нет,A3,10.0,да,да
812,одиночка,1,низкий,продукты сырные,15,да,нет,A4,5.0,да,да
813,одиночка,1,низкий,сыр полутвердый,15,нет,да,A4,10.0,да,да
814,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A5,7.5,да,да
815,одиночка,1,низкий,продукты сырные,15,да,нет,A1,5.0,да,да
816,одиночка,1,низкий,сыр мягкий,15,да,нет,A5,15.0,да,да
817,одиночка,1,средний,сыр твердый,15,нет,да,A2,15.0,да,да
818,одиночка,1,низкий,сыр твердый,15,да,да,A4,20.0,да,да
819,одиночка,1,низкий,сыр твердый,15,да,да,A5,10.0,да,да
820,одиночка,1,высокий,прочие сыры,15,нет,нет,A1,5.0,нет,нет
821,одиночка,1,низкий,продукты сырные,15,да,нет,A2,15.0,нет,нет
822,одиночка,1,средний,продукты сырные,15,да,нет,A3,20.0,нет,да
823,одиночка,1,средний,сыр мягкий,15,да,да,A2,7.5,да,да
824,одиночка,1,высокий,сыр твердый,15,да,нет,A3,7.5,да,нет
825,одиночка,1,низкий,сыр мягкий,15,нет,нет,A4,15.0,да,да
826,одиночка,1,низкий,сыр твердый,15,да,нет,A1,5.0,нет,да
827,одиночка,1,средний,сыр твердый,15,да,да,A2,15.0,да,да
828,одиночка,1,средний,сыр твердый,15,нет,нет,A5,15.0,да,да
829,одиночка,1,средний,продукты сырные,15,да,нет,A3,15.0,да,да
830,одиночка,1,низкий,продукты сырные,15,да,нет,A1,15.0,да,да
831,одиночка,1,средний,сыр мягкий,15,нет,да,A4,15.0,да,нет
832,одиночка,1,средний,сыр твердый,15,да,нет,A1,10.0,да,нет
833,одиночка,1,высокий,прочие сыры,15,да,нет,A2,10.0,нет,да
834,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,5.0,нет,да
835,одиночка,1,низкий,продукты сырные,15,да,нет,A4,10.0,да,нет
836,одиночка,1,средний,сыр мягкий,15,нет,да,A5,5.0,да,да
837,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,15.0,нет,нет
838,одиночка,1,низкий,продукты сырные,15,да,нет,A1,10.0,да,да
839,одиночка,1,низкий,продукты сырные,15,да,нет,A3,7.5,нет,да
840,одиночка,1,средний,продукты сырные,15,да,нет,A1,15.0,нет,да
841,одиночка,1,средний,сыр твердый,15,да,да,A3,5.0,нет,да
842,одиночка,1,низкий,сыр твердый,15,да,нет,A2,10.0,нет,да
843,одиночка,1,высокий,прочие сыры,15,нет,нет,A1,15.0,да,да
844,одиночка,1,средний,прочие сыры,15,да,нет,A4,5.0,да,да
845,одиночка,1,низкий,продукты сырные,15,нет,нет,A2,7.5,да,да
846,одиночка,1,средний,сыр мягкий,15,да,нет,A4,5.0,да,нет
847,одиночка,1,средний,сыр полутвердый,15,да,нет,A2,5.0,да,да
848,одиночка,1,средний,сыр полутвердый,15,да,нет,A5,15.0,да,да
