model;week_number;retailer;kind_cheese;total_quantity;total_proceeds;total_amount
2;04;A4;сыр твердый;13,7;15823,5;26
2;04;A5;продукты сырные;7,6;3176,8;14
2;04;A5;прочие сыры;29,5;21594,0;49
2;04;A5;сыр мягкий;34,0;17782,0;53
2;04;A5;сыр полутвердый;40,2;25205,4;71
2;04;A5;сыр твердый;38,7;40441,5;75
2;05;A1;продукты сырные;34,2;15048,0;60
2;05;A1;прочие сыры;25,0;19250,0;51
2;05;A1;сыр мягкий;27,8;15290,0;50
2;05;A1;сыр полутвердый;28,4;18744,0;52
2;05;A1;сыр твердый;29,0;31900,0;58
2;05;A2;продукты сырные;22,2;9768,0;40
2;05;A2;прочие сыры;24,1;18557,0;39
2;05;A2;сыр мягкий;23,6;12980,0;44
2;05;A2;сыр полутвердый;19,5;12870,0;30
2;05;A2;сыр твердый;19,5;21450,0;43
2;05;A3;продукты сырные;14,4;6336,0;31
2;05;A3;прочие сыры;14,0;10780,0;28
2;05;A3;сыр мягкий;9,0;4950,0;15
2;05;A3;сыр полутвердый;14,0;9240,0;23
2;05;A3;сыр твердый;17,6;19360,0;30
2;05;A4;продукты сырные;44,7;16717,8;83
2;05;A4;прочие сыры;12,8;10841,6;25
2;05;A4;сыр мягкий;6,4;3699,2;18
2;05;A4;сыр полутвердый;22,2;15384,6;37
2;05;A4;сыр твердый;20,2;23331,0;34
2;05;A5;продукты сырные;5,6;2340,8;13
2;05;A5;прочие сыры;28,4;20788,8;46
2;05;A5;сыр мягкий;29,1;15219,3;53
2;05;A5;сыр полутвердый;33,1;20753,7;58
2;05;A5;сыр твердый;35,5;37097,5;60
2;06;A1;продукты сырные;32,7;14388,0;65
2;06;A1;прочие сыры;23,1;17787,0;46
2;06;A1;сыр мягкий;23,2;12760,0;48
2;06;A1;сыр полутвердый;21,9;14454,0;46
2;06;A1;сыр твердый;40,1;44110,0;75
2;06;A2;продукты сырные;17,3;7612,0;36
2;06;A2;прочие сыры;16,1;12397,0;29
2;06;A2;сыр мягкий;17,7;9735,0;32
2;06;A2;сыр полутвердый;24,3;16038,0;39
2;06;A2;сыр твердый;21,2;23320,0;40
2;06;A3;продукты сырные;18,3;8052,0;36
2;06;A3;прочие сыры;9,6;7392,0;20
2;06;A3;сыр мягкий;15,1;8305,0;25
2;06;A3;сыр полутвердый;14,9;9834,0;22
2;06;A3;сыр твердый;18,9;20790,0;33
2;06;A4;продукты сырные;44,6;16680,4;79
2;06;A4;прочие сыры;10,7;9062,9;19
2;06;A4;сыр мягкий;10,3;5953,4;21
2;06;A4;сыр полутвердый;16,6;11503,8;31
2;06;A4;сыр твердый;14,9;17209,5;27
2;06;A5;продукты сырные;4,8;2006,4;11
2;06;A5;прочие сыры;23,2;16982,4;44
2;06;A5;сыр мягкий;32,5;16997,5;54
2;06;A5;сыр полутвердый;37,7;23637,9;64
2;06;A5;сыр твердый;39,2;40964,0;77
2;07;A1;продукты сырные;31,7;13948,0;52
2;07;A1;прочие сыры;17,7;13629,0;42
2;07;A1;сыр мягкий;28,4;15620,0;50
2;07;A1;сыр полутвердый;22,6;14916,0;46
2;07;A1;сыр твердый;28,0;30800,0;50
2;07;A2;продукты сырные;16,7;7348,0;34
2;07;A2;прочие сыры;14,3;11011,0;30
2;07;A2;сыр мягкий;20,8;11440,0;34
2;07;A2;сыр полутвердый;17,4;11484,0;35
2;07;A2;сыр твердый;23,5;25850,0;42
2;07;A3;продукты сырные;15,3;6732,0;27
2;07;A3;прочие сыры;13,7;10549,0;29
2;07;A3;сыр мягкий;8,0;4400,0;13
2;07;A3;сыр полутвердый;9,5;6270,0;17
2;07;A3;сыр твердый;15,5;17050,0;29
2;07;A4;продукты сырные;30,0;11220,0;59
2;07;A4;прочие сыры;6,4;5420,8;15
2;07;A4;сыр мягкий;7,4;4277,2;17
2;07;A4;сыр полутвердый;13,5;9355,5;28
2;07;A4;сыр твердый;17,4;20097,0;29
2;07;A5;продукты сырные;6,4;2675,2;15
2;07;A5;прочие сыры;22,4;16396,8;42
2;07;A5;сыр мягкий;27,3;14277,9;48
2;07;A5;сыр полутвердый;37,0;23199,0;63
2;07;A5;сыр твердый;36,8;38456,0;62
2;08;A1;продукты сырные;33,2;14608,0;61
2;08;A1;прочие сыры;23,1;17787,0;44
2;08;A1;сыр мягкий;25,5;14025,0;47
2;08;A1;сыр полутвердый;22,2;14652,0;46
2;08;A1;сыр твердый;34,0;37400,0;62
2;08;A2;продукты сырные;22,8;10032,0;45
2;08;A2;прочие сыры;15,5;11935,0;28
2;08;A2;сыр мягкий;16,8;9240,0;31
2;08;A2;сыр полутвердый;16,3;10758,0;28
2;08;A2;сыр твердый;24,7;27170,0;41
2;08;A3;продукты сырные;12,5;5500,0;27
2;08;A3;прочие сыры;11,3;8701,0;21
2;08;A3;сыр мягкий;10,3;5665,0;18
2;08;A3;сыр полутвердый;9,0;5940,0;15
2;08;A3;сыр твердый;12,7;13970,0;24
2;08;A4;продукты сырные;38,5;14399,0;76
2;08;A4;прочие сыры;5,9;4997,3;13
2;08;A4;сыр мягкий;12,2;7051,6;22
2;08;A4;сыр полутвердый;16,4;11365,2;30
2;08;A4;сыр твердый;13,3;15361,5;22
2;08;A5;продукты сырные;6,8;2842,4;14
2;08;A5;прочие сыры;27,1;19837,2;50
2;08;A5;сыр мягкий;27,9;14591,7;46
2;08;A5;сыр полутвердый;31,7;19875,9;57
2;08;A5;сыр твердый;37,5;39187,5;63
2;09;A1;продукты сырные;24,0;10560,0;35
2;09;A1;прочие сыры;21,5;16555,0;40
2;09;A1;сыр мягкий;24,8;13640,0;44
2;09;A1;сыр полутвердый;20,2;13332,0;36
2;09;A1;сыр твердый;18,3;20130,0;35
2;09;A2;продукты сырные;23,9;10516,0;41
2;09;A2;прочие сыры;13,9;10703,0;29
2;09;A2;сыр мягкий;13,3;7315,0;24
2;09;A2;сыр полутвердый;18,2;12012,0;30
2;09;A2;сыр твердый;20,5;22550,0;34
2;09;A3;продукты сырные;9,2;4048,0;18
2;09;A3;прочие сыры;10,0;7700,0;20
2;09;A3;сыр мягкий;3,5;1925,0;8
2;09;A3;сыр полутвердый;9,8;6468,0;16
2;09;A3;сыр твердый;11,2;12320,0;21
2;09;A4;продукты сырные;37,8;14137,2;69
2;09;A4;прочие сыры;7,8;6606,6;16
2;09;A4;сыр мягкий;7,9;4566,2;15
2;09;A4;сыр полутвердый;10,6;7345,8;19
2;09;A4;сыр твердый;14,0;16170,0;26
2;09;A5;продукты сырные;1,9;794,2;6
2;09;A5;прочие сыры;24,3;17787,6;41
2;09;A5;сыр мягкий;22,8;11924,4;43
2;09;A5;сыр полутвердый;24,4;15298,8;42
2;09;A5;сыр твердый;24,9;26020,5;45
